,location_name,lat,lon,location_type,M1,MyRepublic,Singtel,StarHub
1553,Changi Village,1.38915165195219,103.988245240505,F&B,False,False,True,False
893,SGH Diabetes & Metabolism Centre - Level 1,1.28146829529433,103.836685147938,Healthcare,True,False,False,False
408,Keppel Bay Tower (Level 11),1.26486180966003,103.818261307253,Commercial,True,False,False,False
560,KFC Management Pte Ltd,1.36034099671656,103.989077555194,F&B,True,False,False,False
718,Nee Soon Central Zone 2 RC,1.42651074750178,103.834284719319,Community,True,False,False,False
396,Boon Lay Zone F RC,1.34446132877907,103.702315285031,Community,True,False,False,False
957,Sentosa Development Corporation,1.25000966162505,103.821384288204,Others,True,False,False,False
549,KFC JCUBE,1.33326818684719,103.740176740726,F&B,True,False,False,False
1662,McDonald's Northpoint,1.42969847969486,103.835776496688,F&B,False,False,True,False
1603,New Food Centre at Pasir Ris Central,1.37343173841336,103.951547798881,F&B,False,False,True,False
1661,McDonald's NEX,1.35043817177432,103.87170454945,F&B,False,False,True,False
1242,Singhealth - SHBM - Connection One - Tower 5 Level 7,1.28331164506167,103.818864967107,Healthcare,True,False,False,False
244,Chien Chi Tow @ Bendemeer,1.32226013040066,103.866623109841,Healthcare,True,False,False,False
240,Cheng San Zone B RC,1.36697081427661,103.853906592757,Community,True,False,False,False
1599,Ministry of Foreign Affair,1.3036404035975,103.817995738483,Government,False,False,True,False
161,Hougang Zone 6 RC (Cafe Corner),1.37008344024379,103.89079533636,Community,True,False,False,False
1761,West Coast Ferry Terminal,1.29200394446199,103.761604556336,Commercial,False,False,False,True
1038,SGH BLK 1 - L01,1.27993968247,103.830721777631,Healthcare,True,False,False,False
1298,Yuhua SAC,1.34762352422645,103.731009081422,Welfare Organisation,True,False,False,False
1696,McDonald's Toa Payoh Lorong 6,1.33257175025821,103.84805260799,F&B,False,False,True,False
972,Silver Ace @ Redhill,1.28731902131955,103.817475617606,Welfare Organisation,True,False,False,False
130,Grace Orchard School,1.34763848424753,103.718205100874,School,True,False,False,False
1551,Buona Vista MRT - CCL,1.30768350134726,103.788696218746,Public Transport,False,False,True,False
572,KFC Punggol Oasis Terrace,1.40287845319493,103.913195748836,F&B,True,False,False,False
949,Sengkang West Zone K RC,1.3957171187151,103.888065441497,Community,True,False,False,False
789,Nee Soon South Zone B RC,1.4218391945757,103.832765164695,Community,True,False,False,False
1575,Hougang Mall,1.37231185642959,103.89366161203,Shopping Mall,False,False,False,True
1702,McDonald's Waterway Point,1.40653610720599,103.901988174009,F&B,False,False,True,False
328,Bedok Orchid RC,1.32209389480633,103.936222129443,Community,True,False,False,False
1495,Tradeviser Pte Ltd,1.2876453707657,103.840270107699,Commercial,False,True,False,False
724,Pizza Hut IMM Jurong East,1.33489843717476,103.7467344968,F&B,True,False,False,False
1269,Tampines Terrace RC (Cafe Corner),1.34690555575783,103.933409218579,Community,True,False,False,False
1132,Yew Lee Metal Works Pte Ltd,1.33750529045417,103.894128166491,Commercial,True,False,False,False
562,KFC NEX,1.35043817177432,103.87170454945,F&B,True,False,False,False
1453,Global Grand Holdings Pte Ltd,1.30021292845345,103.837286482449,Commercial,False,True,False,False
1293,Yishun Gardens RC,1.43331686146397,103.836155458511,Community,True,False,False,False
1265,Tampines Polyclinic - Level 3,1.35730995817496,103.945849466662,Healthcare,True,False,False,False
1798,Yuhua Place,1.34531252724383,103.731579771391,F&B,False,False,True,False
1134,Snipe Avenue Holdings Pte Ltd @ JURONG GATEWAY,1.33375343199036,103.739371389964,Retail Shop,True,False,False,False
1747,Raffles Place MRT Station - NSL,1.28433392075075,103.851379790122,Public Transport,False,False,True,False
296,Air Vision Airconditioning Pte Ltd,1.3769665258815,103.870577225609,Commercial,True,False,False,False
1756,Suntec City Mall,1.29487904117328,103.857675497949,Shopping Mall,False,False,False,True
445,Marine Crescent Gardens RC,1.30473348428877,103.913087962095,Community,True,False,False,False
1024,Redhill Moral Senior Activity Centre,1.28543544061784,103.818782590506,Welfare Organisation,True,False,False,False
1078,SGH BLK 6 - L06,1.27993968247,103.830721777631,Healthcare,True,False,False,False
1041,SGH BLK 2,1.27993968247,103.830721777631,Healthcare,True,False,False,False
314,Ascendas Galaxis,1.29986251303555,103.788101018519,Commercial,True,False,False,False
479,NKF Admiralty,1.4465756576443,103.796861665455,Healthcare,True,False,False,False
339,Bestlink Construction @ 15A Senoko Way,1.46695419662816,103.81298272946,Others,True,False,False,False
1278,Tanjong Pagar Spottiswoode Park RC,1.27442754089411,103.834878787506,Community,True,False,False,False
839,Pizza Hut Tampines Mart,1.35454943443089,103.959900189822,F&B,True,False,False,False
1789,The Swatch Group S.E.A (S) Pte Ltd - Raffles City,1.29376027875418,103.852768332387,Retail Shop,False,False,True,False
160,Hougang Zone 5 RC,1.36564787366169,103.888264890169,Community,True,False,False,False
1721,Ng Teng Fong Hospital - Ward_Tower(RH)_L4,1.33553381915145,103.743865454971,Healthcare,False,False,True,False
501,NKF Ubi,1.3299411006039,103.903301454205,Healthcare,True,False,False,False
1092,SGH BLK 7 - L08,1.27993968247,103.830721777631,Healthcare,True,False,False,False
506,Junction Nine @ 18 Yishun Avenue 9,1.43303197270062,103.84160082548,Commercial,True,False,False,False
1537,Blk 89 Circuit Road,1.32357970448745,103.885438847876,F&B,False,False,True,False
1389,Kovan MRT - NEL,1.35990191445076,103.88449472718,Public Transport,False,False,True,False
1556,Chinatown MRT - NEL,1.2839640472182,103.843141955384,Public Transport,False,False,True,False
1673,McDonald's Punggol Field,1.39360624159956,103.913464113125,F&B,False,False,True,False
624,Kebun Baru CC,1.37300749906274,103.83761242449,Community,True,False,False,False
228,Changi General Hospital - Medical Centre L9,1.33945829071163,103.949301399568,Healthcare,True,False,False,False
1252,Sengkang West Zone C RC,1.39333356931741,103.889000196808,Community,True,False,False,False
656,Pizza Hut East Point Mall,1.34270618643901,103.953024503826,F&B,True,False,False,False
1035,SBS Shenton Way Bus Terminal,1.27452617458277,103.847521603627,Public Transport,True,False,False,False
1512,Beo Crescent Market,1.28883083730293,103.827353976438,F&B,False,False,True,False
1336,Toa Payoh Polyclinic,1.33448027639964,103.858956445115,Healthcare,True,False,False,False
418,Kolam Ayer Whampoa South RC,1.32112027532075,103.866786879198,Community,True,False,False,False
595,KFC WOODLANDS AVENUE,1.42919468892923,103.781136891057,F&B,True,False,False,False
21,Academia @SGH - DN - L06,1.28167037684922,103.835585516688,Healthcare,True,False,False,False
110,Hwi Yoh Garden RC,1.3669585067455,103.872593551543,Community,True,False,False,False
898,SGH Outram 226 - Block A3,1.27993968247,103.830721777631,Healthcare,True,False,False,False
42,Compassvale Lodge RC,1.3963297310227,103.898595699761,Community,True,False,False,False
836,Pizza Hut Sun Plaza,1.44822653184262,103.819462104528,F&B,True,False,False,False
564,KFC NTU,1.34713043824892,103.680033820175,F&B,True,False,False,False
485,NKF Hougang Ave 1,1.35287379738298,103.888765886825,Healthcare,True,False,False,False
1711,McDonald's Beauty World,1.34239284027459,103.776250531353,F&B,False,False,True,False
966,Siglap South CC,1.32036883993844,103.868340800907,Community,True,False,False,False
1647,McDonald's Jurong Point,1.3398301525794,103.70646088413,F&B,False,False,True,False
1237,Singhealth - SHBM - Connection One - Tower 5 Level 21,1.28331164506167,103.818864967107,Healthcare,True,False,False,False
1685,McDonald's Shaw House,1.30580978407384,103.831507357191,F&B,False,False,True,False
1036,SGH BLK 1,1.27993968247,103.830721777631,Healthcare,True,False,False,False
541,KFC GREENRIDGE,1.38529556520099,103.766170532015,F&B,True,False,False,False
458,Marsiling Zone 3 RC,1.43911242295207,103.778949143879,Community,True,False,False,False
1112,West Coast Heights RC,1.31032015742878,103.760411567916,Community,True,False,False,False
955,Sentosa Development Corporation,1.25120856794009,103.817534549181,Others,True,False,False,False
849,Pizza Hut West Mall,1.35018915982967,103.749021980031,F&B,True,False,False,False
1653,McDonald's Limbang Shopping Centre,1.39207388486115,103.743099575245,F&B,False,False,True,False
371,Canberra Zone 4 RC,1.4560369974321,103.815580870886,Community,True,False,False,False
1015,Queenstown Hock San Zone RC,1.28713355018091,103.807000522532,Community,True,False,False,False
950,Sengkang West Zone L RC,1.39857707107227,103.888490158983,Community,True,False,False,False
316,Ascendas Land,1.29108199533628,103.784565047452,Commercial,True,False,False,False
1648,McDonald's Jurong West Ave 1,1.35055603170356,103.725341556777,F&B,False,False,True,False
1373,Holland Village Market & Food Centre,1.31114895938635,103.794833812281,F&B,False,False,True,False
643,Pizza Hut Bedok Mall,1.32477206817021,103.929267656464,F&B,True,False,False,False
255,Chong Hua Tong Senior Activity Centre,1.31484504423584,103.85011810068,Welfare Organisation,True,False,False,False
375,Cantonment Towers RC,1.27447615929502,103.840070262121,Community,True,False,False,False
1523,Blk 37A Teban Gardens Road,1.32083108447498,103.74274812027,F&B,False,False,True,False
837,Pizza Hut TAMPINES NEW TOWN,1.34607674987414,103.944284635068,F&B,True,False,False,False
784,National Heart Centre Singapore - E - L03,1.27863260198985,103.835954418501,Healthcare,True,False,False,False
750,NLB @ NAS,1.29296732599266,103.848299542973,Community,True,False,False,False
1145,St Andrew Autism Centre,1.31075791491771,103.92975002672,Welfare Organisation,True,False,False,False
563,KFC NOVENA SQUARE,1.32021099973819,103.843656770909,F&B,True,False,False,False
745,NLB @ Jurong East,1.33288484168537,103.739490178697,Community,True,False,False,False
536,KFC East Point,1.34270618643901,103.953024503826,F&B,True,False,False,False
449,Marine Parade CC,1.30482859822658,103.9095452826,Community,True,False,False,False
923,SUN-DAC@Choa Chu Kang,1.3821729436599,103.747211975467,Welfare Organisation,True,False,False,False
494,NKF Punggol,1.40287845319493,103.913195748836,Healthcare,True,False,False,False
247,Chien Chi Tow @ People Park,1.28549526980228,103.843852002728,Healthcare,True,False,False,False
823,Pizza Hut Kampong Ubi CC,1.31784643130184,103.900750126977,F&B,True,False,False,False
389,Boon Lay CCC,1.3460994725747,103.715052005717,Community,True,False,False,False
518,KFC ARC,1.27367657754603,103.801126950046,F&B,True,False,False,False
1065,SGH BLK 5 - L04,1.27993968247,103.830721777631,Healthcare,True,False,False,False
422,Kreta Ayer SAC (Chin Swee),1.28741410119999,103.842014779951,Welfare Organisation,True,False,False,False
300,Ang Mo Kio FSC,1.3688544443489,103.837896403874,Welfare Organisation,True,False,False,False
1388,Kovan 209 Market & Food Centre,1.35908383912318,103.886055369947,F&B,False,False,True,False
841,Pizza Hut The Signature,1.33475675831051,103.965118783923,F&B,True,False,False,False
1007,Punggol Polyclinic - Level 3,1.40490974454387,103.913969479503,Healthcare,True,False,False,False
1670,McDonald's People's Park,1.28413390917012,103.842519572814,F&B,False,False,True,False
29,Academia @SGH - DY - B01,1.28167037684922,103.835585516688,Healthcare,True,False,False,False
1363,Geylang Bahru Market & Food Centre,1.3214631094594,103.870005020788,F&B,False,False,True,False
778,National Dental Centre Singapore - L06,1.27975902044494,103.83823248461,Healthcare,True,False,False,False
231,Changi Simei Zone 1 RC,1.34301953446595,103.951007443855,Community,True,False,False,False
713,National University Polyclinic Jurong,1.34971978912987,103.730717873432,Healthcare,True,False,False,False
1066,SGH BLK 5 - L05,1.27993968247,103.830721777631,Healthcare,True,False,False,False
1565,Changi Point Ferry Terminal,1.39087550081991,103.987577398934,Commercial,False,False,False,True
91,Geylang Polyclinic - Level 1,1.31949364570372,103.887166044816,Healthcare,True,False,False,False
1090,SGH BLK 7 - L06,1.27993968247,103.830721777631,Healthcare,True,False,False,False
605,Kaki Bukit Green RC,1.33108906112586,103.929204542006,Community,True,False,False,False
1613,Ng Teng Fong Hospital - Clinic_Tower(SOC)_L5,1.33553381915145,103.743865454971,Healthcare,False,False,True,False
1057,SGH BLK 4 - L06,1.27993968247,103.830721777631,Healthcare,True,False,False,False
1635,Ng Teng Fong Hospital - PDC_MAINTENANCE_ROOM,1.33553381915145,103.743865454971,Healthcare,False,False,True,False
163,Housing and Development Board,1.33494359031324,103.861040948607,F&B,True,False,False,False
1051,SGH BLK 4 - B01,1.27993968247,103.830721777631,Healthcare,True,False,False,False
1192,Tampines Green Meadows RC,1.35620781466866,103.939593973129,Community,True,False,False,False
931,Sembawang Zone H RC,1.44646332455711,103.79873761419,Community,True,False,False,False
325,Bedok Bunga Merah RC,1.32190663639278,103.939847222779,Community,True,False,False,False
1380,Jurong West 505 Market & Food Centre,1.34965728255102,103.718443682706,F&B,False,False,True,False
1125,Woodlands Polyclinic,1.43089322412168,103.775212917467,Healthcare,True,False,False,False
1421,McDonald's Bukit Merah Central,1.28343107175162,103.818222637628,F&B,False,False,True,False
668,National Heart Centre Singapore - E - L09,1.27863260198985,103.835954418501,Healthcare,True,False,False,False
1524,Blk 4A Eunos Crescent,1.32033125780947,103.904256478767,F&B,False,False,True,False
894,SGH Diabetes & Metabolism Centre - Level 2,1.28146829529433,103.836685147938,Healthcare,True,False,False,False
517,KFC ANG MO KIO,1.37097329852224,103.845905404269,F&B,True,False,False,False
38,Compassvale Coris RC (Cafe Corner),1.3819970277331,103.897031079978,Community,True,False,False,False
1101,SGH Block 3 Level 3,1.27993968247,103.830721777631,Healthcare,True,False,False,False
610,Kampong Glam Bras Basah Complex RC,1.29685310048503,103.853347536648,Community,True,False,False,False
1155,THK FSC @ Bedok North,1.33262714386509,103.928172126196,Welfare Organisation,True,False,False,False
1675,McDonald's Queensway Shopping Center,1.28761791591215,103.80339114218,F&B,False,False,True,False
1233,Singhealth - SHBM - Connection One - Tower 5 Level 17,1.28331164506167,103.818864967107,Healthcare,True,False,False,False
910,SKH Community Hospital,1.39429941158945,103.893001336131,Healthcare,True,False,False,False
55,Delta Ave RC,1.29169832774281,103.827334528886,Community,True,False,False,False
597,KFC YEW TEE POINT,1.39730190406931,103.746558072887,F&B,True,False,False,False
76,Fei Yue FSC (Choa Chu Kang),1.38083189924784,103.742939692701,Welfare Organisation,True,False,False,False
101,Housing and Development Board (sin176),1.36060670138316,103.839522518621,F&B,True,False,False,False
1194,Yew Tee Zone 10 RC,1.3978267953659,103.748997450018,Community,True,False,False,False
818,Pizza Hut Jalan Kayu,1.3958743626864,103.872783682236,F&B,True,False,False,False
607,Kaki Bukit Ville RC,1.33187999905391,103.93238936638,Community,True,False,False,False
1173,TOUCH Seniors Activity Centre @436 Yishun Ave,1.42137877641937,103.846100561807,Welfare Organisation,True,False,False,False
440,MacPherson Residency RC,1.32989201089642,103.888112907115,Community,True,False,False,False
483,NKF Bukit Batok Central,1.34807065348433,103.747896783706,Healthcare,True,False,False,False
1025,Rivervale Arc RC,1.38949149935928,103.909660431254,Community,True,False,False,False
883,SGH Bowyer Block - L01C,1.28108025146011,103.835736519141,Healthcare,True,False,False,False
251,Chien Chi Tow @ Upper Changi 56,1.32499378601584,103.941082594401,Healthcare,True,False,False,False
881,SGH Bowyer Block - L01A,1.28108025146011,103.835736519141,Healthcare,True,False,False,False
1398,Little India - NEL,1.30680001717205,103.849646971065,Public Transport,False,False,True,False
190,Care Corner FSC (Admiralty),1.44159550066733,103.80110649092,Welfare Organisation,True,False,False,False
1420,McDonald's Bukit Batok Str 31,1.35809927236864,103.750719677477,F&B,False,False,True,False
284,Academia @SGH - DY - L07,1.28167037684922,103.835585516688,Healthcare,True,False,False,False
1175,Tal Dialysis,1.31399161287694,103.767089011998,Healthcare,True,False,False,False
684,National Heart Centre Singapore - W - L11,1.27863260198985,103.835954418501,Healthcare,True,False,False,False
1392,LTA-ITSC,1.29253080179049,103.843806302979,Government,False,False,True,False
120,Jalan Kayu Zone 1 RC,1.37365123423889,103.857022222551,Community,True,False,False,False
930,Sembawang Zone G RC,1.44572144754626,103.793193114548,Community,True,False,False,False
115,Infosys Limited SG Branch,1.33360158535413,103.965411910055,Commercial,True,False,False,False
1608,Ng Teng Fong Hospital - Clinic_Tower(SOC)_B2,1.33553381915145,103.743865454971,Healthcare,False,False,True,False
1436,McDonald's Farrer Road,1.32259059692344,103.813696296546,F&B,False,False,True,False
1113,West Coast Ville RC,1.30434109311372,103.766529800927,Community,True,False,False,False
974,Singapore Association of the Visually Handicapped,1.33886307253192,103.839948887381,Community,True,False,False,False
384,Blangah Court RC,1.27204426882694,103.810096960246,Community,True,False,False,False
847,Pizza Hut West Coast,1.31127873471001,103.75886444134,F&B,True,False,False,False
1017,Queenstown Polyclinic - Level 2,1.29847546889957,103.800957800916,Healthcare,True,False,False,False
1063,SGH BLK 5 - L02,1.27993968247,103.830721777631,Healthcare,True,False,False,False
1527,Blk 50A Marine Terrace,1.3057297350994,103.915737036887,F&B,False,False,True,False
1750,RVR,1.29795050891306,103.775950823844,School,False,False,False,True
1289,Yio Chu Kang Zone 1 RC,1.36739611753333,103.838150010666,Community,True,False,False,False
1504,Alexandra Village Food Centre,1.28629780025261,103.804489339778,F&B,False,False,True,False
1478,Pertubuhan Kebangsaan Melayu Singapura,1.31724602090813,103.904260747609,Commercial,False,True,False,False
1701,McDonald's VivoCity,1.2638958023183,103.821589254908,F&B,False,False,True,False
721,Nee Soon Central Zone 7 RC,1.42307981397327,103.839666794755,Community,True,False,False,False
1157,THK FSC @ Jurong,1.34809657709463,103.709411381261,Welfare Organisation,True,False,False,False
1356,Dhoby Ghaut MRT - NEL,1.2987013021066,103.846115156474,Public Transport,False,False,True,False
1705,McDonald's Woodgrove,1.42919468892923,103.781136891057,F&B,False,False,True,False
505,Joo Seng RC,1.33550131541385,103.880231508421,Community,True,False,False,False
1097,SGH BLK3 - L01,1.27993968247,103.830721777631,Healthcare,True,False,False,False
1358,Dunman Food Centre,1.30941781923081,103.901825408786,F&B,False,False,True,False
805,PML - Vantage Automotive Limited,1.28945970951254,103.807276907896,Commercial,True,False,False,False
888,SGH Bowyer Block - L03B,1.28108025146011,103.835736519141,Healthcare,True,False,False,False
1598,Mei Chin Market & Food Centre,1.29323623718487,103.802903878652,F&B,False,False,True,False
1457,Hatcher Pte Ltd,1.29678108432144,103.786757109959,Commercial,False,True,False,False
952,Senja-Cashew Community Club,1.38158679008906,103.76465958417,Community,True,False,False,False
27,Academia @SGH - DN - L12,1.28167037684922,103.835585516688,Healthcare,True,False,False,False
1458,Health Capital (Punggol Oasis) Pte Ltd,1.40287845319493,103.913195748836,Commercial,False,True,False,False
1567,Cinnamon Dining Area,1.30679803693434,103.773062071162,School,False,False,False,True
201,Casa Clementi RC,1.31004548153482,103.769123847172,Community,True,False,False,False
1718,Ng Teng Fong Hospital - Ward_Tower(RH)_L1_ED,1.33553381915145,103.743865454971,Healthcare,False,False,True,False
215,Changi General Hospital - Main Building L8,1.34068473973667,103.949294393687,Healthcare,True,False,False,False
226,Changi General Hospital - Medical Centre L7,1.33945829071163,103.949301399568,Healthcare,True,False,False,False
143,Hong Kah North CC,1.35905888839505,103.749456841487,Community,True,False,False,False
769,National Cancer Centre Singapore - L04,1.27923346325865,103.836495899512,Healthcare,True,False,False,False
990,Punggol Coral RC,1.39378388524043,103.910981498574,Community,True,False,False,False
243,Cheng San Zone E RC,1.36908945263026,103.853421477337,Community,True,False,False,False
291,Acctrain Academy,1.30042241213933,103.852286630946,Commercial,True,False,False,False
967,Siglap South CC,1.3131589522001,103.930623466344,Community,True,False,False,False
1401,MANAGEMENT CORPORATION STRATA TITLE PLAN NO 2633,1.29181617002033,103.817345240969,Commercial,False,False,True,False
1405,McDonald's Ang Mo Kio,1.36931517500023,103.847153933684,F&B,False,False,True,False
1399,Longines Boutique @ Marina Bay Sands,1.28355871274633,103.858505749339,Retail Shop,False,False,True,False
374,Canberra Zone 7 RC,1.45445318629995,103.814035193874,Community,True,False,False,False
907,SGH PAC - Block 3 Level 1,1.27993968247,103.830721777631,Healthcare,True,False,False,False
866,Pek Kio CC,1.31305864843728,103.851373846882,Community,True,False,False,False
313,Ascendas,1.29208016581138,103.786709912657,Commercial,True,False,False,False
482,NKF Ang Mo Kio Ave 6,1.38120608051271,103.842251235295,Healthcare,True,False,False,False
526,KFC BUKIT PANJANG,1.38051732815914,103.763961852618,F&B,True,False,False,False
334,Bedok Reservoir-Punggol Garden RC (Cafe Corner),1.33641984275237,103.92483267612,Community,True,False,False,False
528,KFC CAUSEWAY POINT SHPG CTR,1.43600784517148,103.785688739235,F&B,True,False,False,False
987,Punggol Angsana RC,1.3778110303394,103.889725708859,Community,True,False,False,False
1794,Whampoa Drive Makan Place,1.3230649327457,103.854996185358,F&B,False,False,True,False
365,Buona Vista Zone E RC,1.31158064091665,103.791925847137,Community,True,False,False,False
1069,SGH BLK 5 - L08,1.27993968247,103.830721777631,Healthcare,True,False,False,False
954,Sentosa Development Corporation,1.2638958023183,103.821589254908,Others,True,False,False,False
1221,Singhealth - SHBM - Connection One - Tower 1 Level 16,1.28331164506167,103.818864967107,Healthcare,True,False,False,False
615,Kampong Kapor FSC,1.30784340805287,103.859173068165,Welfare Organisation,True,False,False,False
1106,Water Venture Pasir Ris,1.38524535115437,103.941938736446,Community,True,False,False,False
755,NLB @ Sembawang,1.44822653184262,103.819462104528,Community,True,False,False,False
1013,Punggol Vista CC,1.40328429076968,103.907288602075,Community,True,False,False,False
1064,SGH BLK 5 - L03,1.27993968247,103.830721777631,Healthcare,True,False,False,False
679,National Heart Centre Singapore - W - L06,1.27863260198985,103.835954418501,Healthcare,True,False,False,False
672,National Heart Centre Singapore - SKYBRIDGE,1.27863260198985,103.835954418501,Healthcare,True,False,False,False
523,KFC BUGIS JUNCTION,1.29911316126835,103.855411151136,F&B,True,False,False,False
0,Bukit Batok CC,1.35019080604781,103.747514398535,Community,True,False,False,False
761,NLB @ WDA,1.31945232696275,103.892134996908,Community,True,False,False,False
136,HL Suntek Insurance Brokers Pte Ltd,1.27311737271135,103.843586448531,Commercial,True,False,False,False
665,National Heart Centre Singapore - E - L06,1.27863260198985,103.835954418501,Healthcare,True,False,False,False
592,KFC WEST MALL,1.35018915982967,103.749021980031,F&B,True,False,False,False
944,Nee Soon East CC,1.43102087212489,103.838488083545,Community,True,False,False,False
1406,McDonald's Ang Mo Kio Ave 10,1.36744190106638,103.85639660628,F&B,False,False,True,False
1540,Blks 160/162 Ang Mo Kio Ave 4,1.37428261454042,103.838977222872,F&B,False,False,True,False
1115,Whampoa CC,1.32463959408329,103.856979169641,Community,True,False,False,False
1295,Yishun Polyclinic,1.43035851075507,103.839190700337,Healthcare,True,False,False,False
1093,SGH BLK 7 - L09,1.27993968247,103.830721777631,Healthcare,True,False,False,False
1280,Teck Ghee @ 420 SAC,1.3649991848169,103.853111651965,Welfare Organisation,True,False,False,False
1548,Bukit Merah View Market & Food Centre,1.28550444751564,103.821823256307,F&B,False,False,True,False
176,Housing and Development Board,1.37794734811602,103.867856140084,F&B,True,False,False,False
727,NKF Whampoa,1.32714817219371,103.855700919499,Healthcare,True,False,False,False
397,Boon Lay Zone G RC,1.34278860897021,103.714301455412,Community,True,False,False,False
1720,Ng Teng Fong Hospital - Ward_Tower(RH)_L3,1.33553381915145,103.743865454971,Healthcare,False,False,True,False
704,National Kidney Foundation (NKF) - Woodlands 2 Centre,1.43431837858739,103.787634157034,Healthcare,True,False,False,False
1462,Lesus Engineering Pte Ltd,1.32946145489007,103.701265949195,Commercial,False,True,False,False
890,SGH CMC - Level 15,1.30313757981305,103.823907154131,Healthcare,True,False,False,False
927,Sembawang Zone B RC,1.45360895346077,103.820883633046,Community,True,False,False,False
310,Ang Mo Kio-Hougang Zone 9 RC,1.37348306997507,103.87977776993,Community,True,False,False,False
61,Eunos Crescent RC,1.32228655263114,103.902720518398,Community,True,False,False,False
415,Kolam Ayer Sims Vista RC,1.31649948259963,103.878383828735,Community,True,False,False,False
1154,THK Bedok Radiance SAC,1.32110309499538,103.936900166755,Welfare Organisation,True,False,False,False
1659,McDonald's Marine Cove,1.30143328064,103.912911307753,F&B,False,False,True,False
845,Pizza Hut Upper Paya Lebar,1.33963926667168,103.885469695663,F&B,True,False,False,False
355,Bukit Panjang CC,1.37645074924612,103.77055880601,Community,True,False,False,False
1361,Farrer Park - NEL,1.31190556461827,103.853477716971,Public Transport,False,False,True,False
946,Nee Soon East Zone 5 RC,1.43498005992555,103.838964722569,Community,True,False,False,False
573,KFC RIVERVALE MALL,1.39219777633908,103.904471602179,F&B,True,False,False,False
1506,Ang Mo Kio - NSL,1.36942854882377,103.849455228281,Public Transport,False,False,True,False
1393,LTA-KCD (Train Depot),1.34028228171878,103.886662133114,Government,False,False,True,False
925,Sembawang CC,1.4516815276281,103.828783247126,Community,True,False,False,False
620,Kampung Admiralty,1.43991608172748,103.800701214027,Government,True,False,False,False
1029,Rivervale Plaza,1.38493202032929,103.901558027564,Government,True,False,False,False
1443,McDonald's Hougang 8,1.37395840291965,103.886898460897,F&B,False,False,True,False
1119,Whispering Hearts FSC,1.33943513399266,103.697062979035,Welfare Organisation,True,False,False,False
1374,Hong Lim Market & Food Centre,1.28532378446769,103.845776744443,F&B,False,False,True,False
321,Balam RC,1.3296823206226,103.88540800234,Community,True,False,False,False
1238,Singhealth - SHBM - Connection One - Tower 5 Level 22,1.28331164506167,103.818864967107,Healthcare,True,False,False,False
193,Care Corner FSC (Toa Payoh),1.331466009861,103.845054643988,Welfare Organisation,True,False,False,False
114,Indus Moral CARE,1.29107461638082,103.828690178431,Welfare Organisation,True,False,False,False
1472,MyRepublic Limited (VC),1.2638958023183,103.821589254908,Commercial,False,True,False,False
1366,Golden Mile Food Centre,1.30314150526806,103.863877373105,F&B,False,False,True,False
706,National Kidney Foundation (NKF) - Yishun 3 Centre,1.41571535683069,103.833410423176,Healthcare,True,False,False,False
1734,Pasar 16 @ Bedok,1.32050083224395,103.935473637518,F&B,False,False,True,False
31,Academia @SGH - DY - L02,1.28167037684922,103.835585516688,Healthcare,True,False,False,False
1476,Perfect Image Entertainment Pte Ltd,1.37658342000668,103.86591793053,Commercial,False,True,False,False
1354,DSO Defence Science Organization,1.28983049881445,103.787576559723,Commercial,False,False,True,False
295,Ah Hood Gardens RC,1.32855770938618,103.844796781764,Community,True,False,False,False
534,KFC Compass One,1.39209415018227,103.894980032554,F&B,True,False,False,False
1434,McDonald's East Point,1.34270618643901,103.953024503826,F&B,False,False,True,False
1087,SGH BLK 7 - L03,1.27993968247,103.830721777631,Healthcare,True,False,False,False
1732,Outram Park MRT - NEL,1.28145413499403,103.839078220119,Public Transport,False,False,True,False
550,KFC JLN BUKIT MERAH,1.28730051775161,103.807988269268,F&B,True,False,False,False
368,Canberra CC,1.44504412683036,103.819473739147,Community,True,False,False,False
1799,Yuhua Village,1.34348813103314,103.737738404358,F&B,False,False,True,False
1619,Ng Teng Fong Hospital - Community_Hospital(CH)_B2,1.33553381915145,103.743865454971,Healthcare,False,False,True,False
419,Kreta Ayer CC,1.28119257621546,103.843012853618,Community,True,False,False,False
195,Care Corner SAC (TP106),1.3404219526123,103.848185024221,Welfare Organisation,True,False,False,False
722,Pizza Hut Hougang Green,1.37924528445215,103.887832025097,F&B,True,False,False,False
24,Academia @SGH - DN - L09,1.28167037684922,103.835585516688,Healthcare,True,False,False,False
134,HDB Hub My Nice Home,1.33203473052814,103.849338666411,Government,True,False,False,False
1216,Singapore Sports Medicine Centre,1.32042966145248,103.843892131406,Healthcare,True,False,False,False
612,Kampong Glam Kelantan RC,1.30621515888786,103.858221519767,Community,True,False,False,False
696,National Kidney Foundation (NKF) - Hougang 1 Centre,1.35287379738298,103.888765886825,Healthcare,True,False,False,False
1378,Jurong East MRT - EWL,1.33329506213869,103.742153887676,Public Transport,False,False,True,False
367,Cairnhill CC,1.31038767017859,103.838882714388,Community,True,False,False,False
1658,McDonald's Marina Square,1.29145525906521,103.857007341008,F&B,False,False,True,False
1026,Rivervale CC,1.39362831366603,103.901775024974,Community,True,False,False,False
13,AWWA Senior Activity Centre,1.37051051720228,103.844652311911,Welfare Organisation,True,False,False,False
1415,McDonald's Boat Quay,1.28578885988931,103.849836309927,F&B,False,False,True,False
